Region,Council,Swim site,Date,Time,Water temperature (°C),Latitude,Longitude
Sydney City,Waverley Council,Tamarama Beach,16/05/2014,11:45:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,16/05/2014,10:41:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,16/05/2014,11:34:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,16/05/2014,10:07:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Gordons Bay (East),16/05/2014,11:22:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,12/05/2014,10:45:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,12/05/2014,09:24:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,12/05/2014,10:55:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,12/05/2014,09:50:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,12/05/2014,09:33:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,12/05/2014,10:04:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),12/05/2014,09:56:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Rockpool,12/05/2014,10:25:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,12/05/2014,11:05:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,12/05/2014,10:34:00,22,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,12/05/2014,09:43:00,22,-33.903087000,151.268790000
Sydney City,Waverley Council,Bronte Beach,06/05/2014,08:42:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,06/05/2014,09:37:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,06/05/2014,08:35:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,06/05/2014,09:14:00,19,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,06/05/2014,08:16:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/05/2014,09:38:00,18,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,06/05/2014,09:30:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,06/05/2014,10:09:00,19,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),06/05/2014,08:56:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,06/05/2014,10:00:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,06/05/2014,08:53:00,19,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,30/04/2014,10:49:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,30/04/2014,09:06:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,30/04/2014,10:20:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,30/04/2014,10:40:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,30/04/2014,09:49:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,30/04/2014,09:54:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,30/04/2014,09:38:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,30/04/2014,11:05:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),30/04/2014,10:27:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,30/04/2014,10:11:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,Malabar Beach,30/04/2014,09:26:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,22/04/2014,09:03:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,22/04/2014,08:00:00,19,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,22/04/2014,10:00:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),22/04/2014,09:45:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,22/04/2014,08:42:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,22/04/2014,09:37:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,22/04/2014,08:47:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,22/04/2014,08:15:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Tamarama Beach,22/04/2014,10:18:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,22/04/2014,09:26:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,22/04/2014,10:35:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,14/04/2014,08:49:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,14/04/2014,09:24:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,14/04/2014,08:38:00,22,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,14/04/2014,10:12:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,14/04/2014,09:51:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,14/04/2014,09:09:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,14/04/2014,09:41:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),14/04/2014,09:56:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,14/04/2014,10:24:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,14/04/2014,09:03:00,22,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,14/04/2014,10:42:00,22,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,06/04/2014,08:00:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,06/04/2014,08:27:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,06/04/2014,09:20:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),06/04/2014,08:18:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,06/04/2014,08:54:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/04/2014,09:00:00,20,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,06/04/2014,07:53:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,06/04/2014,08:39:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,06/04/2014,08:12:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,06/04/2014,09:13:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,06/04/2014,07:40:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,29/03/2014,08:07:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/03/2014,08:30:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,29/03/2014,08:20:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,29/03/2014,09:09:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Coogee Beach,29/03/2014,09:00:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,29/03/2014,08:44:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,29/03/2014,09:39:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,29/03/2014,08:50:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,29/03/2014,09:50:00,21,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,29/03/2014,09:28:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),29/03/2014,09:16:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,21/03/2014,09:11:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,21/03/2014,08:48:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,21/03/2014,08:12:00,21,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,21/03/2014,08:05:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/03/2014,08:50:00,22,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,21/03/2014,07:49:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,21/03/2014,09:20:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,21/03/2014,08:35:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,21/03/2014,08:22:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,21/03/2014,08:50:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),21/03/2014,08:28:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/03/2014,08:52:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,13/03/2014,09:53:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,13/03/2014,09:13:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,13/03/2014,09:29:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,13/03/2014,10:15:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,13/03/2014,09:20:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,13/03/2014,09:02:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,13/03/2014,09:42:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),13/03/2014,09:36:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,13/03/2014,08:40:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,13/03/2014,08:27:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Little Bay Beach,05/03/2014,08:23:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),05/03/2014,09:52:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/03/2014,08:50:00,22,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,05/03/2014,10:09:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,05/03/2014,08:05:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,05/03/2014,09:44:00,22,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,05/03/2014,10:38:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,05/03/2014,09:32:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,05/03/2014,10:24:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,05/03/2014,09:09:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,05/03/2014,08:43:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,25/02/2014,10:43:00,22,-33.979882000,151.251417000
Sydney City,Waverley Council,Tamarama Beach,25/02/2014,08:33:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,25/02/2014,09:28:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,25/02/2014,09:10:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Maroubra Beach,25/02/2014,10:00:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),25/02/2014,09:05:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,25/02/2014,09:18:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,25/02/2014,09:36:00,23,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,25/02/2014,08:23:00,22,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,25/02/2014,08:53:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,25/02/2014,10:31:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,17/02/2014,09:56:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,17/02/2014,10:40:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,17/02/2014,09:14:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,17/02/2014,08:38:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,17/02/2014,09:42:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,17/02/2014,08:51:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Gordons Bay (East),17/02/2014,10:11:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,17/02/2014,10:06:00,20,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,17/02/2014,10:27:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,17/02/2014,09:09:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,17/02/2014,10:54:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,09/02/2014,09:12:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,09/02/2014,09:37:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,09/02/2014,07:40:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,09/02/2014,08:56:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,09/02/2014,08:14:00,19,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,09/02/2014,07:53:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,09/02/2014,08:30:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),09/02/2014,08:19:00,19,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,09/02/2014,08:01:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,09/02/2014,08:51:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,09/02/2014,08:42:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,01/02/2014,08:33:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,01/02/2014,09:13:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,01/02/2014,09:24:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),01/02/2014,09:28:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,01/02/2014,08:55:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,01/02/2014,09:45:00,19,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,01/02/2014,08:49:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,01/02/2014,09:00:00,20,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,01/02/2014,09:55:00,21,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,01/02/2014,09:32:00,21,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,24/01/2014,09:43:00,20,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,24/01/2014,09:55:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),24/01/2014,09:12:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,24/01/2014,08:43:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,24/01/2014,08:09:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,24/01/2014,09:08:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,24/01/2014,08:30:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,24/01/2014,08:56:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,24/01/2014,08:33:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,24/01/2014,09:24:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,24/01/2014,07:50:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,16/01/2014,09:20:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),16/01/2014,09:39:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,16/01/2014,09:35:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/01/2014,08:51:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,16/01/2014,10:03:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,16/01/2014,08:28:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,16/01/2014,08:15:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,16/01/2014,10:15:00,19,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,16/01/2014,09:06:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,16/01/2014,09:51:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,16/01/2014,08:46:00,21,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,08/01/2014,10:08:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),08/01/2014,09:37:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,08/01/2014,08:37:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,08/01/2014,09:11:00,19,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,08/01/2014,09:05:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Bondi Beach,08/01/2014,10:23:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,08/01/2014,08:20:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,08/01/2014,09:50:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,08/01/2014,09:30:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,08/01/2014,08:53:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,08/01/2014,09:20:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,31/12/2013,09:38:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,31/12/2013,08:56:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,31/12/2013,08:02:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,31/12/2013,08:14:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,31/12/2013,09:55:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,31/12/2013,08:19:00,21,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,31/12/2013,09:26:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,31/12/2013,08:42:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,31/12/2013,08:49:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),31/12/2013,09:11:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,31/12/2013,08:59:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,23/12/2013,08:02:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),23/12/2013,08:33:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,23/12/2013,07:39:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,23/12/2013,08:09:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,23/12/2013,08:25:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,23/12/2013,08:02:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,23/12/2013,08:18:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,23/12/2013,08:45:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/12/2013,07:50:00,20,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,23/12/2013,09:15:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Little Bay Beach,23/12/2013,07:28:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,13/12/2013,08:15:00,22,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,13/12/2013,11:45:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,13/12/2013,11:19:00,22,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,13/12/2013,12:05:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,13/12/2013,11:10:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,13/12/2013,10:51:00,23,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,13/12/2013,10:55:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/12/2013,10:45:00,24,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,13/12/2013,08:02:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,13/12/2013,11:36:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Gordons Bay (East),13/12/2013,11:28:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,07/12/2013,08:10:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,07/12/2013,09:03:00,21,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,07/12/2013,09:32:00,21,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,07/12/2013,09:43:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,07/12/2013,08:42:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),07/12/2013,09:21:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,07/12/2013,08:50:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,07/12/2013,08:32:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,07/12/2013,07:56:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,07/12/2013,09:13:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,07/12/2013,10:00:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),29/11/2013,08:45:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,29/11/2013,08:24:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,29/11/2013,08:35:00,19,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,29/11/2013,08:50:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,29/11/2013,07:55:00,19,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,29/11/2013,08:10:00,19,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,29/11/2013,07:40:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,29/11/2013,07:30:00,19,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/11/2013,08:05:00,20,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,29/11/2013,09:05:00,19,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,29/11/2013,09:15:00,19,-33.891157000,151.278267000
Sydney City,Waverley Council,Bondi Beach,21/11/2013,09:15:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,21/11/2013,07:55:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,21/11/2013,07:05:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,21/11/2013,08:24:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/11/2013,07:45:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,21/11/2013,07:20:00,20,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,21/11/2013,09:05:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,21/11/2013,07:35:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,21/11/2013,08:50:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,21/11/2013,08:32:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),21/11/2013,08:40:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,13/11/2013,07:55:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Maroubra Beach,13/11/2013,08:40:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,13/11/2013,08:25:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,13/11/2013,09:25:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/11/2013,08:35:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,13/11/2013,08:15:00,19,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,13/11/2013,10:00:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,13/11/2013,08:55:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,13/11/2013,09:10:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),13/11/2013,09:15:00,20,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,13/11/2013,09:40:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,05/11/2013,08:39:00,18,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),05/11/2013,08:47:00,18,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,05/11/2013,07:57:00,18,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,05/11/2013,09:10:00,18,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,05/11/2013,09:24:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,05/11/2013,08:13:00,18,-33.948896000,151.257459000
