Region,Council,Swim site,Date,Time,Water temperature (°C),Latitude,Longitude
Sydney City,Randwick City Council,Maroubra Beach,19/05/2023,07:45:00,18,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Beach,19/05/2023,07:52:00,18,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),19/05/2023,07:25:00,17,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,19/05/2023,08:04:00,18,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,02/05/2023,07:01:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,02/05/2023,07:20:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,02/05/2023,08:06:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,02/05/2023,07:45:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,02/05/2023,07:35:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,02/05/2023,07:50:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),02/05/2023,07:21:00,20,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,02/05/2023,07:09:00,21,-33.903087000,151.268790000
Sydney City,Waverley Council,Bondi Beach,02/05/2023,06:50:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,02/05/2023,07:51:00,20,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,26/04/2023,07:26:00,20,-33.891157000,151.278267000
Sydney City,Waverley Council,Bronte Beach,26/04/2023,07:48:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,26/04/2023,08:00:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,26/04/2023,08:40:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Gordons Bay (East),26/04/2023,08:10:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Rockpool,26/04/2023,08:46:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,26/04/2023,09:28:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,26/04/2023,08:21:00,21,-33.920760000,151.258170000
Sydney City,Waverley Council,Tamarama Beach,26/04/2023,07:37:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,26/04/2023,08:30:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,26/04/2023,09:08:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Malabar Beach,20/04/2023,09:23:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,20/04/2023,09:13:00,20,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,20/04/2023,08:12:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,20/04/2023,08:48:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,20/04/2023,08:22:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,20/04/2023,08:34:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),20/04/2023,08:42:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,20/04/2023,09:02:00,20,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,20/04/2023,07:58:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,20/04/2023,09:10:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,20/04/2023,09:35:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,13/04/2023,10:19:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,13/04/2023,10:50:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,13/04/2023,10:13:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,13/04/2023,09:50:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,13/04/2023,09:40:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Tamarama Beach,13/04/2023,11:44:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),13/04/2023,11:15:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,13/04/2023,11:30:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,13/04/2023,10:31:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,13/04/2023,11:02:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,13/04/2023,11:55:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),06/04/2023,07:54:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,06/04/2023,08:39:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,06/04/2023,08:20:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,06/04/2023,07:19:00,20,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,06/04/2023,07:29:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/04/2023,08:28:00,20,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,06/04/2023,09:01:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,06/04/2023,08:07:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,06/04/2023,07:49:00,20,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,06/04/2023,07:36:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,06/04/2023,08:25:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,03/04/2023,07:55:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,03/04/2023,09:29:00,21,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,03/04/2023,09:42:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Malabar Beach,03/04/2023,08:10:00,20,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Beach,03/04/2023,08:32:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,03/04/2023,08:42:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,03/04/2023,09:20:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,03/04/2023,09:55:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,03/04/2023,08:30:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,03/04/2023,09:00:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),03/04/2023,09:15:00,21,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,28/03/2023,09:32:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,28/03/2023,07:45:00,20,-33.979882000,151.251417000
Sydney City,Waverley Council,Tamarama Beach,28/03/2023,09:52:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,28/03/2023,09:15:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),28/03/2023,09:20:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,28/03/2023,08:00:00,20,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,28/03/2023,10:00:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,Coogee Beach,28/03/2023,08:55:00,21,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,28/03/2023,08:27:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,28/03/2023,08:23:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Maroubra Beach,28/03/2023,08:39:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,22/03/2023,09:37:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,22/03/2023,08:46:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,Little Bay Beach,22/03/2023,08:07:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,22/03/2023,08:23:00,21,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,22/03/2023,09:49:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),22/03/2023,09:24:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,22/03/2023,10:13:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,22/03/2023,08:39:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,22/03/2023,08:44:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,22/03/2023,09:18:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Coogee Beach,22/03/2023,09:04:00,22,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,16/03/2023,07:01:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,16/03/2023,08:08:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,16/03/2023,07:40:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,16/03/2023,07:11:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,Coogee Beach,16/03/2023,07:25:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,16/03/2023,07:32:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,16/03/2023,07:42:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,16/03/2023,07:56:00,22,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,16/03/2023,06:41:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),16/03/2023,07:16:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,16/03/2023,06:50:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),10/03/2023,07:19:00,21,-33.915646000,151.264558000
Sydney City,Randwick City Council,Coogee Beach,10/03/2023,07:27:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bronte Beach,10/03/2023,07:00:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,10/03/2023,07:16:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,10/03/2023,06:55:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Rockpool,10/03/2023,07:46:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Malabar Beach,10/03/2023,07:58:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,10/03/2023,08:07:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,10/03/2023,06:46:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,10/03/2023,07:45:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,10/03/2023,07:38:00,22,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,06/03/2023,08:30:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),06/03/2023,09:09:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,Malabar Beach,06/03/2023,08:08:00,20,-33.964360000,151.252247000
Sydney City,Waverley Council,Tamarama Beach,06/03/2023,09:34:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Coogee Beach,06/03/2023,08:50:00,20,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,06/03/2023,09:45:00,21,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,06/03/2023,08:28:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,06/03/2023,07:50:00,21,-33.979882000,151.251417000
Sydney City,Randwick City Council,Clovelly Beach,06/03/2023,09:01:00,21,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,06/03/2023,09:09:00,23,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,06/03/2023,08:21:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,South Maroubra Rockpool,28/02/2023,08:25:00,23,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,28/02/2023,10:05:00,25,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,28/02/2023,08:03:00,23,-33.964360000,151.252247000
Sydney City,Waverley Council,Bronte Beach,28/02/2023,09:27:00,24,-33.903087000,151.268790000
Sydney City,Randwick City Council,Little Bay Beach,28/02/2023,07:53:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,28/02/2023,08:59:00,24,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),28/02/2023,09:19:00,24,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,28/02/2023,09:56:00,24,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,28/02/2023,08:40:00,24,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,28/02/2023,09:12:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Beach,28/02/2023,08:28:00,23,-33.951378000,151.257322000
Sydney City,Waverley Council,Bronte Beach,21/02/2023,08:25:00,22,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,21/02/2023,11:26:00,24,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,21/02/2023,08:37:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,21/02/2023,10:50:00,24,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,21/02/2023,11:08:00,25,-33.964360000,151.252247000
Sydney City,Randwick City Council,Coogee Beach,21/02/2023,08:57:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,21/02/2023,11:29:00,23,-33.953515000,151.258009000
Sydney City,Waverley Council,Bondi Beach,21/02/2023,07:54:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Maroubra Beach,21/02/2023,11:44:00,25,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),21/02/2023,08:45:00,23,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,21/02/2023,08:05:00,22,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,15/02/2023,08:39:00,21,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,15/02/2023,08:15:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,15/02/2023,08:46:00,21,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,15/02/2023,09:13:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,15/02/2023,08:48:00,22,-33.953515000,151.258009000
Sydney City,Randwick City Council,Clovelly Beach,15/02/2023,07:57:00,22,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,15/02/2023,07:24:00,22,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),15/02/2023,08:04:00,22,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,15/02/2023,07:35:00,21,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,15/02/2023,09:37:00,24,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,15/02/2023,07:46:00,21,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,09/02/2023,09:27:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Beach,09/02/2023,09:56:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Malabar Beach,09/02/2023,10:06:00,22,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,09/02/2023,10:17:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,09/02/2023,09:58:00,22,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,09/02/2023,08:54:00,23,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,09/02/2023,08:29:00,23,-33.900805000,151.270734000
Sydney City,Randwick City Council,Clovelly Beach,09/02/2023,09:07:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),09/02/2023,09:16:00,23,-33.915646000,151.264558000
Sydney City,Randwick City Council,Maroubra Beach,09/02/2023,09:41:00,23,-33.948896000,151.257459000
Sydney City,Waverley Council,Bondi Beach,09/02/2023,08:38:00,23,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,02/02/2023,10:14:00,24,-33.900805000,151.270734000
Sydney City,Randwick City Council,Maroubra Beach,02/02/2023,09:05:00,24,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,02/02/2023,10:01:00,24,-33.903087000,151.268790000
Sydney City,Randwick City Council,Malabar Beach,02/02/2023,08:15:00,23,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,02/02/2023,10:34:00,25,-33.891157000,151.278267000
Sydney City,Randwick City Council,Gordons Bay (East),02/02/2023,09:45:00,24,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,02/02/2023,08:51:00,24,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,02/02/2023,08:50:00,24,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,02/02/2023,09:26:00,24,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,02/02/2023,09:38:00,24,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,02/02/2023,07:58:00,23,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,27/01/2023,08:41:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,27/01/2023,08:27:00,24,-33.953515000,151.258009000
Sydney City,Randwick City Council,Little Bay Beach,27/01/2023,08:54:00,21,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,27/01/2023,07:33:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,27/01/2023,08:05:00,22,-33.920760000,151.258170000
Sydney City,Randwick City Council,Clovelly Beach,27/01/2023,07:47:00,21,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),27/01/2023,07:53:00,20,-33.915646000,151.264558000
Sydney City,Waverley Council,Bondi Beach,27/01/2023,07:12:00,22,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,27/01/2023,07:23:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,27/01/2023,08:25:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,27/01/2023,08:20:00,22,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,23/01/2023,08:29:00,23,-33.903087000,151.268790000
Sydney City,Randwick City Council,Clovelly Beach,23/01/2023,09:04:00,22,-33.914578000,151.267659000
Sydney City,Randwick City Council,Malabar Beach,23/01/2023,10:23:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,South Maroubra Rockpool,23/01/2023,09:56:00,23,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,23/01/2023,09:24:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,23/01/2023,10:50:00,23,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,23/01/2023,08:00:00,22,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,23/01/2023,08:22:00,23,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),23/01/2023,09:14:00,22,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,23/01/2023,09:50:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,23/01/2023,09:44:00,24,-33.948896000,151.257459000
Sydney City,Randwick City Council,Coogee Beach,17/01/2023,08:23:00,23,-33.920760000,151.258170000
Sydney City,Waverley Council,Bondi Beach,17/01/2023,09:20:00,23,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,17/01/2023,07:10:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Maroubra Beach,17/01/2023,08:05:00,23,-33.948896000,151.257459000
Sydney City,Randwick City Council,Clovelly Beach,17/01/2023,08:31:00,23,-33.914578000,151.267659000
Sydney City,Randwick City Council,Little Bay Beach,17/01/2023,06:59:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Beach,17/01/2023,07:40:00,22,-33.951378000,151.257322000
Sydney City,Randwick City Council,South Maroubra Rockpool,17/01/2023,07:49:00,22,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,17/01/2023,09:10:00,23,-33.900805000,151.270734000
Sydney City,Randwick City Council,Gordons Bay (East),17/01/2023,08:40:00,23,-33.915646000,151.264558000
Sydney City,Waverley Council,Bronte Beach,17/01/2023,08:50:00,23,-33.903087000,151.268790000
Sydney City,Waverley Council,Tamarama Beach,11/01/2023,10:12:00,23,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,11/01/2023,08:27:00,23,-33.951378000,151.257322000
Sydney City,Randwick City Council,Coogee Beach,11/01/2023,09:25:00,23,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,11/01/2023,08:52:00,23,-33.948896000,151.257459000
Sydney City,Randwick City Council,Gordons Bay (East),11/01/2023,09:44:00,23,-33.915646000,151.264558000
Sydney City,Randwick City Council,Clovelly Beach,11/01/2023,09:36:00,23,-33.914578000,151.267659000
Sydney City,Waverley Council,Bondi Beach,11/01/2023,10:31:00,23,-33.891157000,151.278267000
Sydney City,Randwick City Council,Malabar Beach,11/01/2023,08:04:00,23,-33.964360000,151.252247000
Sydney City,Randwick City Council,Little Bay Beach,11/01/2023,07:44:00,22,-33.979882000,151.251417000
Sydney City,Randwick City Council,South Maroubra Rockpool,11/01/2023,08:22:00,22,-33.953515000,151.258009000
Sydney City,Waverley Council,Bronte Beach,11/01/2023,09:56:00,23,-33.903087000,151.268790000
Sydney City,Randwick City Council,Maroubra Beach,05/01/2023,08:35:00,20,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,05/01/2023,08:54:00,19,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,05/01/2023,07:21:00,19,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,05/01/2023,07:10:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,Coogee Beach,05/01/2023,08:10:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/01/2023,08:40:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),05/01/2023,07:32:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,05/01/2023,09:01:00,20,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,05/01/2023,06:45:00,19,-33.891157000,151.278267000
Sydney City,Waverley Council,Tamarama Beach,05/01/2023,06:52:00,20,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,05/01/2023,08:43:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,29/12/2022,07:46:00,21,-33.948896000,151.257459000
Sydney City,Waverley Council,Bronte Beach,29/12/2022,07:12:00,20,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,29/12/2022,07:57:00,21,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,29/12/2022,07:37:00,20,-33.920760000,151.258170000
Sydney City,Randwick City Council,Gordons Bay (East),29/12/2022,07:22:00,20,-33.915646000,151.264558000
Sydney City,Randwick City Council,South Maroubra Beach,29/12/2022,07:53:00,20,-33.951378000,151.257322000
Sydney City,Randwick City Council,Little Bay Beach,29/12/2022,08:17:00,20,-33.979882000,151.251417000
Sydney City,Randwick City Council,Malabar Beach,29/12/2022,08:08:00,21,-33.964360000,151.252247000
Sydney City,Randwick City Council,Clovelly Beach,29/12/2022,07:18:00,20,-33.914578000,151.267659000
Sydney City,Waverley Council,Tamarama Beach,29/12/2022,07:00:00,21,-33.900805000,151.270734000
Sydney City,Waverley Council,Bondi Beach,29/12/2022,06:50:00,20,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Rockpool,15/12/2022,07:36:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Gordons Bay (East),15/12/2022,07:11:00,19,-33.915646000,151.264558000
Sydney City,Randwick City Council,Little Bay Beach,15/12/2022,08:01:00,19,-33.979882000,151.251417000
Sydney City,Randwick City Council,Coogee Beach,15/12/2022,07:18:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Maroubra Beach,15/12/2022,07:30:00,19,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,15/12/2022,07:48:00,18,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,15/12/2022,06:35:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,15/12/2022,07:06:00,18,-33.914578000,151.267659000
Sydney City,Waverley Council,Bronte Beach,15/12/2022,06:55:00,19,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Beach,15/12/2022,07:34:00,19,-33.951378000,151.257322000
Sydney City,Waverley Council,Tamarama Beach,15/12/2022,06:45:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,South Maroubra Beach,09/12/2022,07:40:00,19,-33.951378000,151.257322000
Sydney City,Randwick City Council,Maroubra Beach,09/12/2022,07:31:00,18,-33.948896000,151.257459000
Sydney City,Randwick City Council,Malabar Beach,09/12/2022,07:52:00,19,-33.964360000,151.252247000
Sydney City,Waverley Council,Bondi Beach,09/12/2022,06:42:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,Clovelly Beach,09/12/2022,07:09:00,20,-33.914578000,151.267659000
Sydney City,Randwick City Council,Gordons Bay (East),09/12/2022,07:14:00,19,-33.915646000,151.264558000
Sydney City,Waverley Council,Tamarama Beach,09/12/2022,06:52:00,18,-33.900805000,151.270734000
Sydney City,Randwick City Council,Little Bay Beach,09/12/2022,08:03:00,19,-33.979882000,151.251417000
Sydney City,Waverley Council,Bronte Beach,09/12/2022,06:58:00,18,-33.903087000,151.268790000
Sydney City,Randwick City Council,South Maroubra Rockpool,09/12/2022,07:42:00,19,-33.953515000,151.258009000
Sydney City,Randwick City Council,Coogee Beach,09/12/2022,07:21:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Coogee Beach,05/12/2022,07:34:00,19,-33.920760000,151.258170000
Sydney City,Randwick City Council,Little Bay Beach,05/12/2022,08:17:00,20,-33.979882000,151.251417000
Sydney City,Waverley Council,Bondi Beach,05/12/2022,06:46:00,18,-33.891157000,151.278267000
Sydney City,Randwick City Council,South Maroubra Beach,05/12/2022,07:53:00,19,-33.951378000,151.257322000
Sydney City,Randwick City Council,Clovelly Beach,05/12/2022,07:20:00,19,-33.914578000,151.267659000
Sydney City,Randwick City Council,South Maroubra Rockpool,05/12/2022,07:53:00,19,-33.953515000,151.258009000
Sydney City,Waverley Council,Tamarama Beach,05/12/2022,07:00:00,18,-33.900805000,151.270734000
